periode,kategori,total,qty
2022-09,MANTEL,674805,13
2022-09,MEJA,2804040,20
2022-09,MIKA,310569,18
2022-09,MINUMAN,1709073,408
2022-09,MIXER,1024254,8
2022-09,MUG,3173254.5,203
2022-09,NAMPAN,1044732,57
2022-09,OBENG,5134,1
2022-09,OVEN,812700,1
2022-09,PAN GORENG,2262530,18
2022-09,PANCI,5568275,93
2022-09,PANGGANGAN,220320,15
2022-09,PARUTAN,384028,32
2022-09,PAYUNG,780051,18
2022-09,PEELER,138666,9
2022-09,PEMBERSIH IKAN,29997,3
2022-09,PEMBUKA KALENG/BOTOL,91007,4
2022-09,PEMISAH TELUR,1396,1
2022-09,PENGGANJAL PINTU,9999,1
2022-09,PENTOL PANCI,47139,11
2022-09,PERASAN,96243,7
2022-09,PERLENGKAPAN ULTAH,854948,434
2022-09,PEWANGI,215244,20
2022-09,PINSET,97400,27
2022-09,PIPET,89764,9
2022-09,PIRING,20176113.88,1768
2022-09,PISAU,1782731.82,197
2022-09,POMPA,703844,15
2022-09,POT,1467418,137
2022-09,RAK,7743983,122
2022-09,RAKET NYAMUK,1210828,21
2022-09,RANTANG,2360778,52
2022-09,REGULATOR,4263408,41
2022-09,REMOTE TV JOKER,89100,4
2022-09,RICE COOKER,16023703,46
2022-09,RING A MOP,2217544,43
2022-09,SAKLAR,46000,8
2022-09,SAPU,7080322,173
2022-09,SARINGAN,3381197,178
2022-09,SARUNG TANGAN,289038,48
2022-09,SEALER,993370,2
2022-09,SEMPROTAN,26824,1
2022-09,SENDOK,6643367,471
2022-09,SENTER,1604708,23
2022-09,SEROKAN,877524,47
2022-09,SETRIKA,2590405,16
2022-09,SHAKER,99999,1
2022-09,SIKAT,3021342,203
2022-09,SIKAT BAJU,153755,21
2022-09,SISIR,483041,127
2022-09,SKIMMER,23250,2
2022-09,SKINCARE,275217,23
2022-09,SLASIBAN,111103,16
2022-09,SLEBER,4680,4
2022-09,SODET / SENDOK GORENG,209416,13
2022-09,SORONG AIR,461904,17
2022-09,SPATULA,129918,9
2022-09,SPONS,432826,70
2022-09,STATIONARY / ALAT TULIS,2487460,363
2022-09,STIK LAMPU,118221,1
2022-09,STOP KONTAK,670245,31
2022-09,SUMPIT,193789,19
2022-09,TAKARAN,181760,13
2022-09,TALAM,337221,29
2022-09,TAMPA,187548,17
2022-09,TAPLAK,255686,8
2022-09,TAS BEKAL,458828,21
2022-09,TATAKAN GELAS,113736,14
2022-09,TEKO,2055464,56
2022-09,TELENAN,745707,36
2022-09,TEMPAT BUMBU,707674,23
2022-09,TEMPAT MINYAK,91944,2
2022-09,TEMPAT ROTI,116809,1
2022-09,TEMPAT SABUN,273300,18
2022-09,TEMPAT SAMBAL,215920,34
2022-09,TEMPAT SENDOK,1142343,66
2022-09,TEMPAT TELUR,48415,5
2022-09,TEMPAT TISSUE,251735,14
2022-09,TERMOS,7428089,78
2022-09,THINWAL,149484,4
2022-09,TIMBAH,1466284,135
2022-09,TIMBANGAN,1306151,19
2022-09,TISSUE,682757,77
2022-09,TONG,1376133,44
2022-09,TOPLES,3809282,261
2022-09,TUDUNG SAJI,1597368,33
2022-09,TUSUK GIGI,262333,48
2022-09,TUSUK SATE,14175,1
2022-09,TUTUP GELAS,237821,72
2022-09,TUTUP WAJAN,166600,4
2022-09,UMUM,20582513,919
2022-08,ACC / PITA / KARET,991239,315
2022-08,AMPIA,408900,2
2022-08,ASBAK,302337,34
2022-08,AYAKAN,88535,7
2022-08,BABY BATHUB,373541,9
2022-08,BABYLIST,173376,1
2022-08,BAKUL,1010301,74
2022-08,BANGKU / KURSI,7925076.27,125
2022-08,BASKOM,8567523.53,758
2022-08,BATRE,933849.8,87
2022-08,BINGKAI,100165,3
2022-08,BLENDER,5895891,29
2022-08,BOTOL,13945930.05,561
2022-08,BUNGA PLASTIK,106266,3
2022-08,BURNER,526750,21
2022-08,CAKE PAN,135250,2
2022-08,CANGKIR,2559435.33,542
2022-08,CELEMEK,110096,6
2022-08,CELENGAN,714693,75
2022-08,CENTONG NASI,219412,33
2022-08,CERET,1739450,30
2022-08,CERMIN,1048140,45
2022-08,CETAKAN,1950624,112
2022-08,CHOPER,519100,4
2022-08,CLING WRAP,25800,1
2022-08,COBEK,561710,13
2022-08,CONTAINER,6338351.4,51
2022-08,CORONG,88875,16
2022-08,CUP,167600,14
2022-08,DISPENCER,4922760,14
2022-08,EMBER,1040822,43
2022-08,ESKAN,231802,6
2022-08,GALON,369800,7
2022-08,GANTUNGAN HOOK,531057,47
2022-08,GARPU,1224522,86
2022-08,GAS,56880.2,3
2022-08,GAYUNG,2095225.5,227
2022-08,GELAS,9205384.53,1075
2022-08,GEMBOK,281367,18
2022-08,GUNTING,1023605,125
2022-08,HAIR DRYER,137500,1
2022-08,HANGER,2173037,85
2022-08,JAM DINDING,475780,11
2022-08,JEPITAN,877801,65
2022-08,KAIN LAP,1271070,151
2022-08,KALO,1787516.6,392
2022-08,KAPSTOCK / GANTUNGAN BAJU,951027,54
2022-08,KEMOCENG,506800,23
2022-08,KERANJANG,4965841.78,250
2022-08,KESET,3709382,151
2022-08,KIPAS,8048370,55
2022-08,KNOP KOMPOR,71419,9
2022-08,KOCOKAN,347872,32
2022-08,KOMPOR GAS,12555025,37
2022-08,KOTAK,7603014.88,483
2022-08,KOTAK GABUS,197640,24
2022-08,KUALI,4937020,68
2022-08,KUAS,154648,24
2022-08,KUKUSAN,3005785,27
2022-08,LAMPU,5941701,151
2022-08,LEMARI,1239250,2
2022-08,LIGHTER,159840,28
2022-08,LOYANG,704561,26
2022-08,LUMPANG,140400,2
2022-08,MANGKOK,5048265.28,655
2022-08,MANTEL,759487.5,21
2022-08,MEJA,2300947.5,26
2022-08,MIKA,361938,20
2022-08,MINUMAN,1654295,271
2022-08,MIXER,582360,4
2022-08,MUG,6465975,469
2022-08,NAMPAN,2171120,93
2022-08,OBENG,9684,1
2022-08,OVEN,1393728,2
2022-08,PAN GORENG,2689835,25
2022-08,PANCI,4525547,83
2022-08,PANGGANGAN,537970,23
2022-08,PARUTAN,794149,62
2022-08,PAYUNG,1788444.28,49
2022-08,PEELER,74770,11
2022-08,PEMBERSIH IKAN,49995,5
2022-08,PEMBUKA KALENG/BOTOL,45594,1
2022-08,PEMISAH TELUR,2792,2
2022-08,PENGGANJAL PINTU,9999,1
2022-08,PENTOL PANCI,35778,9
2022-08,PERASAN,78283,6
2022-08,PERLENGKAPAN ULTAH,1354728.89,660
2022-08,PEWANGI,180662,15
2022-08,PINSET,69124,22
2022-08,PIPET,72345,7
2022-08,PIRING,7514387.68,1263
2022-08,PISAU,2896622.5,392
2022-08,POMPA,564968,12
2022-08,POT,1855399.2,159
2022-08,PRASMANAN,429600,1
2022-08,RAK,8693388,187
2022-08,RAKET NYAMUK,916972,16
2022-08,RANTANG,7530146.7,206
2022-08,REGULATOR,3015612,32
2022-08,REMOTE TV JOKER,66825,3
2022-08,RICE COOKER,14861860,47
2022-08,RING A MOP,1213849.25,28
2022-08,SAKLAR,30000,5
2022-08,SAPU,7433964,199
2022-08,SARINGAN,3176081,209
2022-08,SARUNG TANGAN,318877,61
2022-08,SEALER,270420,2
2022-08,SENDOK,6276179.75,543
2022-08,SENTER,1608374,26
2022-08,SEROKAN,1273433.72,70
2022-08,SETRIKA,4186790,24
2022-08,SHAKER,189700,2
2022-08,SIKAT,3475708,246
2022-08,SIKAT BAJU,119351,17
2022-08,SISIR,479951,77
2022-08,SKIMMER,13500,1
2022-08,SKINCARE,302261,31
2022-08,SLASIBAN,675974,106
2022-08,SLEBER,4680,4
2022-08,SODET / SENDOK GORENG,374590,21
2022-08,SORONG AIR,355621,12
2022-08,SPATULA,12606,1
2022-08,SPONS,497093,112
2022-08,STATIONARY / ALAT TULIS,4314298,885
2022-08,STIK LAMPU,98123.43,1
2022-08,STOP KONTAK,639869,32
2022-08,SUMPIT,191908,32
2022-08,TAKARAN,154893,17
2022-08,TALAM,452900,20
2022-08,TAMPA,372694,42
2022-08,TAS BEKAL,302350,12
2022-08,TATAKAN GELAS,86896,11
2022-08,TEKO,3409309.02,82
2022-08,TELENAN,577365,30
2022-08,TEMPAT BUMBU,725661,29
2022-08,TEMPAT ROTI,158700,6
2022-08,TEMPAT SABUN,153300,15
2022-08,TEMPAT SAMBAL,328257,64
2022-08,TEMPAT SENDOK,1239194.12,75
2022-08,TEMPAT TELUR,63690,4
2022-08,TEMPAT TISSUE,278315,20
2022-08,TEMPAT TUSUK GIGI,35000,1
2022-08,TERMOS,8097303.65,91
2022-08,THINWAL,227832,6
2022-08,TIMBAH,2223957.9,222
2022-08,TIMBANGAN,1138979,11
2022-08,TISSUE,937327,111
2022-08,TONG,3636847.27,99
2022-08,TOPLES,5228030.33,293
2022-08,TUDUNG SAJI,2624444,43
2022-08,TUSUK GIGI,130711,43
2022-08,TUSUK SATE,42525,3
2022-08,TUTUP GELAS,259355.24,65
2022-08,TUTUP WAJAN,46900,1
2022-08,UMUM,21191540.99,1056
2022-07,ACC / PITA / KARET,907019,325
2022-07,AMPIA,251600,1
2022-07,ASBAK,489650,64
2022-07,AYAKAN,96275,6
2022-07,BABY BATHUB,577500,13
2022-07,BABYLIST,544626,2
2022-07,BAKUL,705876,58
2022-07,BANGKU / KURSI,19020482,264
2022-07,BASKOM,8511802,585
2022-07,BATRE,766030.08,60
2022-07,BINGKAI,61440,2
2022-07,BLENDER,4372200,18
2022-07,BOTOL,13921278.5,571
2022-07,BUNGA PLASTIK,98648,2
2022-07,BURNER,605520,15
2022-07,CAKE PAN,20500,1
2022-07,CANGKIR,4260519,302
2022-07,CELENGAN,604967,57
2022-07,CENTONG NASI,136620,14
2022-07,CERET,1301396,23
2022-07,CERMIN,960815,44
2022-07,CETAKAN,1388809,95
2022-07,CHOPER,461600,3
2022-07,CLING WRAP,37200,1
2022-07,COBEK,343625,10
2022-07,CONTAINER,6747897,61
2022-07,CORONG,171544,32
2022-07,CUP,72900,6
2022-07,DISPENCER,4760670,23
2022-07,EMBER,1081263,34
2022-07,ESKAN,326246,11
2022-07,GALON,503700,9
2022-07,GANTUNGAN HOOK,682805,65
2022-07,GARPU,1942785,109
2022-07,GAS,210047,8
2022-07,GAYUNG,1861545,181
2022-07,GELAS,10706539.66,1160
2022-07,GEMBOK,475124,32
2022-07,GUNTING,1517265,186
2022-07,HAIR DRYER,230400,2
2022-07,HANGER,3240901,156
2022-07,JAM DINDING,947191,22
2022-07,JEPITAN,612653,45
2022-07,KAIN LAP,869662.5,131
2022-07,KALO,1191983,391
2022-07,KAPSTOCK / GANTUNGAN BAJU,1813388,94
2022-07,KEMOCENG,435913,19
2022-07,KERANJANG,4173150.6,241
2022-07,KESET,3837159.4,165
2022-07,KIPAS,8785367,56
2022-07,KNOP KOMPOR,98413,10
2022-07,KOCOKAN,215428,23
2022-07,KOMPOR GAS,15386185,57
2022-07,KOTAK,8222040,463
2022-07,KOTAK GABUS,115290,21
2022-07,KUALI,6256924,78
2022-07,KUAS,283901,28
2022-07,KUKUSAN,1675740,18
2022-07,LAMPU,4772990,141
2022-07,LEMARI,6801800,10
2022-07,LIGHTER,93870,25
2022-07,LOYANG,739552,26
2022-07,LUMPANG,140400,2
2022-07,MANGKOK,6029877,544
2022-07,MANTEL,412665,19
2022-07,MEJA,3172590,36
2022-07,MIKA,404600,23
2022-07,MINUMAN,2536433,393
2022-07,MIXER,614792,6
2022-07,MUG,4844608,280
2022-07,NAMPAN,1249532,62
2022-07,OBENG,10268,2
2022-07,OVEN,863328,1
2022-07,PAN GORENG,4818215,30
2022-07,PANCI,6287669,97
2022-07,PANGGANGAN,635130,18
2022-07,PARUTAN,387872,44
2022-07,PAYUNG,1359262,33
2022-07,PEELER,86710,14
2022-07,PEMBERSIH IKAN,49995,5
2022-07,PEMBUKA KALENG/BOTOL,28941,5
2022-07,PEMISAH TELUR,9772,7
2022-07,PENGGANJAL PINTU,9999,1
2022-07,PENTOL PANCI,27565,7
2022-07,PERASAN,133978,9
2022-07,PERLENGKAPAN ULTAH,1201423,710
2022-07,PEWANGI,189000,12
2022-07,PINSET,69124,22
2022-07,PIPET,128433,18
2022-07,PIRING,7714891.95,1101
2022-07,PISAU,2572968,200
2022-07,POMPA,484825,12
2022-07,POT,3173377,200
2022-07,RAK,7784066,99
2022-07,RAKET NYAMUK,696124,13
2022-07,RANTANG,3225628,88
2022-07,REGULATOR,4630598,47
2022-07,REMOTE TV JOKER,44550,2
2022-07,RICE COOKER,12219084,44
2022-07,RING A MOP,2854762,58
2022-07,SAKLAR,54000,9
2022-07,SAPU,9639091,265
2022-07,SARINGAN,3674558,237
2022-07,SARUNG TANGAN,263039,42
2022-07,SEALER,135210,1
2022-07,SEMPROTAN,57375,1
2022-07,SENDOK,6522436,495
2022-07,SENTER,1272936,30
2022-07,SEROKAN,1564718.28,105
2022-07,SETRIKA,5152070,30
2022-07,SIKAT,3350885.33,255
2022-07,SIKAT BAJU,232792,39
2022-07,SISIR,580840,146
2022-07,SKIMMER,49950,2
2022-07,SKINCARE,563977,43
2022-07,SLASIBAN,238540,39
2022-07,SLEBER,8190,7
2022-07,SODET / SENDOK GORENG,220772,10
2022-07,SORONG AIR,469609,15
2022-07,SPATULA,12606,1
2022-07,SPONS,597758,101
2022-07,STATIONARY / ALAT TULIS,4569091,756
2022-07,STIK LAMPU,236442,2
2022-07,STOP KONTAK,1500147,62
2022-07,SUMPIT,361812,33
2022-07,TAKARAN,96706,10
2022-07,TALAM,392363,14
2022-07,TAMPA,278066,31
2022-07,TAS BEKAL,454110,29
2022-07,TATAKAN GELAS,8124,1
2022-07,TEKO,2247652,49
2022-07,TELENAN,714406,30
2022-07,TEMPAT BUMBU,680305,22
2022-07,TEMPAT MINYAK,222192,3
2022-07,TEMPAT ROTI,26450,1
2022-07,TEMPAT SABUN,242636.5,19
2022-07,TEMPAT SAMBAL,389662,71
2022-07,TEMPAT SENDOK,988014,67
2022-07,TEMPAT TELUR,12325,1
2022-07,TEMPAT TISSUE,297270,21
2022-07,TERMOS,9440654,97
2022-07,THINWAL,77577,2
2022-07,TIMBAH,2252729.8,201
2022-07,TIMBANGAN,2110728,16
2022-07,TISSUE,1008299,149
2022-07,TONG,2714295,63
2022-07,TOPLES,5393855,264
2022-07,TUDUNG SAJI,1914125,37
2022-07,TUSUK GIGI,295752,115
2022-07,TUSUK SATE,14175,1
2022-07,TUTUP GELAS,241406,112
2022-07,TUTUP WAJAN,137900,3
2022-07,UMUM,27558825,860
2022-06,ACC / PITA / KARET,745057,218
2022-06,AMPIA,351000,1
2022-06,ASBAK,1178550,63
2022-06,AYAKAN,137590,7
2022-06,BABY BATHUB,712500,16
2022-06,BAKUL,642738,53
2022-06,BANGKU / KURSI,7888733,125
2022-06,BASKOM,8572369,647
2022-06,BATRE,766348.8,61
2022-06,BLENDER,9319614,29
2022-06,BOTOL,9820355,468
2022-06,BUNGA PLASTIK,366915,10
2022-06,BURNER,448580,12
2022-06,CAKE PAN,61500,3
2022-06,CANGKIR,2875353,442
2022-06,CELEMEK,20784,3
2022-06,CELENGAN,856424,68
2022-06,CENTONG NASI,87076,11
2022-06,CERET,2736551,26
2022-06,CERMIN,636363,29
2022-06,CETAKAN,1829788,116
2022-06,CHOPER,97650,2
2022-06,CLING WRAP,114600,4
2022-06,COBEK,699010,11
2022-06,CONTAINER,8036803,72
2022-06,CORONG,98663,26
2022-06,CUP,90450,5
2022-06,DISPENCER,4005270,23
2022-06,EMBER,355607,13
2022-06,ESKAN,74279,1
2022-06,GALON,395125,8
2022-06,GANTUNGAN HOOK,370978,34
2022-06,GARPU,758380,53
2022-06,GAS,719395,15
2022-06,GAYUNG,1437618,164
2022-06,GELAS,10178290.36,1023
2022-06,GEMBOK,239382,15
2022-06,GUNTING,1186825,142
2022-06,HAIR DRYER,115200,1
2022-06,HANGER,1792518,109
2022-06,JAM DINDING,589316,14
2022-06,JEPITAN,635353,52
2022-06,KAIN LAP,619171,100
2022-06,KALO,1734254,193
2022-06,KAPSTOCK / GANTUNGAN BAJU,1123449,75
2022-06,KEMOCENG,476360,27
2022-06,KERANJANG,4104336,199
2022-06,KERTAS NASI,28750,1
2022-06,KESET,4553248,213
2022-06,KIPAS,7071985,45
2022-06,KNOP KOMPOR,16249,2
2022-06,KOCOKAN,280956,32
2022-06,KOMPOR GAS,14346977,49
2022-06,KOTAK,5661277,303
2022-06,KOTAK GABUS,148500,18
2022-06,KUALI,6587394,70
2022-06,KUAS,204331,30
2022-06,KUKUSAN,2403135,25
2022-06,LAMPU,6904969,145
2022-06,LEMARI,2937550,4
2022-06,LIGHTER,157770,12
2022-06,LOYANG,615210,25
2022-06,LUMPANG,124800,2
2022-06,MANGKOK,7706841.25,899
2022-06,MANTEL,296430,11
2022-06,MEJA,1762903,14
2022-06,MIKA,214380,39
2022-06,MINUMAN,2487185,313
2022-06,MIXER,813650,4
2022-06,MUG,5043946,357
2022-06,NAMPAN,1405760,55
2022-06,OBENG,39904,6
2022-06,PAN GORENG,2207235,20
2022-06,PANCI,6120989.8,94
2022-06,PANGGANGAN,757610,32
2022-06,PARUTAN,466095,45
2022-06,PAYUNG,1136112,29
2022-06,PEELER,187070,20
2022-06,PEMBERSIH IKAN,59994,6
2022-06,PEMBUKA KALENG/BOTOL,20613,2
2022-06,PEMISAH TELUR,8738,4
2022-06,PENGGANJAL PINTU,9999,1
2022-06,PENTOL PANCI,18565,5
2022-06,PERASAN,111512,6
2022-06,PERLENGKAPAN ULTAH,2287656,1840
2022-06,PEWANGI,155925,10
2022-06,PINSET,50272,16
2022-06,PIPET,101792,12
2022-06,PIRING,7660240,1277
2022-06,PISAU,1852308,209
2022-06,POMPA,543866,11
2022-06,POT,2125060,165
2022-06,PRASMANAN,2589445,8
2022-06,RAK,6439445,101
2022-06,RAKET NYAMUK,851328,15
2022-06,RANTANG,3495728,86
2022-06,REGULATOR,2387025,29
2022-06,REMOTE TV JOKER,137025,7
2022-06,RICE COOKER,15202665,46
2022-06,RING A MOP,1618539,25
2022-06,SAKLAR,72000,12
2022-06,SAPU,7892288.9,197
2022-06,SARINGAN,3273504,209
2022-06,SARUNG TANGAN,467759,76
2022-06,SEALER,135210,1
2022-06,SEMPROTAN,84199,2
2022-06,SENDOK,7395841.9,591
2022-06,SENTER,1455420,29
2022-06,SEROKAN,1143863,64
2022-06,SETRIKA,2792240,16
2022-06,SIKAT,3438527,239
2022-06,SIKAT BAJU,189629,32
2022-06,SISIR,676519,155
2022-06,SKINCARE,220573,19
2022-06,SLASIBAN,237825,38
2022-06,SLEBER,15210,13
2022-06,SODET / SENDOK GORENG,456244,12
2022-06,SORONG AIR,686530,25
2022-06,SPONS,494964,101
2022-06,STATIONARY / ALAT TULIS,1822694,410
2022-06,STOP KONTAK,608416,32
2022-06,SUMPIT,166643,16
2022-06,TAKARAN,232360,21
2022-06,TALAM,201443,7
2022-06,TAMPA,503090,47
2022-06,TAPLAK,16960,1
2022-06,TAS BEKAL,406685,25
2022-06,TATAKAN GELAS,194976,24
2022-06,TEKO,1587441,71
2022-06,TELENAN,964692,46
2022-06,TEMPAT BUMBU,665979,24
2022-06,TEMPAT MINYAK,292359,4
2022-06,TEMPAT ROTI,62100,2
2022-06,TEMPAT SABUN,59250,5
2022-06,TEMPAT SAMBAL,371040,62
2022-06,TEMPAT SENDOK,1051002,51
2022-06,TEMPAT TELUR,40925,5
2022-06,TEMPAT TISSUE,193410,11
2022-06,TEMPAT TUSUK GIGI,55720,8
2022-06,TERMOS,8470223,95
2022-06,THINWAL,190566,5
2022-06,TIMBAH,1605466,142
2022-06,TIMBANGAN,1366779,20
2022-06,TISSUE,464261,69
2022-06,TONG,3444748,57
2022-06,TOPLES,3713394,235
2022-06,TUDUNG SAJI,894615,25
2022-06,TUSUK GIGI,160096,59
2022-06,TUSUK SATE,48260,3
2022-06,TUTUP GELAS,238643,95
2022-06,TUTUP WAJAN,70000,2
2022-06,UMUM,22787931.6,986
2022-05,ACC / PITA / KARET,983123,344
2022-05,AMPIA,198912,1
2022-05,ASBAK,381305,48
2022-05,AYAKAN,147075,9
2022-05,BABY BATHUB,552000,13
2022-05,BAKUL,1273821,91
2022-05,BANGKU / KURSI,9327404.5,155
2022-05,BASKOM,9082377.02,616
2022-05,BATRE,948000,75
2022-05,BLENDER,9848185,39
2022-05,BOTOL,12033618.85,398
2022-05,BUNGA PLASTIK,278652,12
2022-05,BURNER,492630,23
2022-05,CAKE PAN,234750,7
2022-05,CANGKIR,3197011,315
2022-05,CELEMEK,34640,5
2022-05,CELENGAN,1247285,106
2022-05,CENTONG NASI,224209,22
2022-05,CERET,2965478,44
2022-05,CERMIN,647788,29
2022-05,CETAKAN,1815552,134
2022-05,CHOPER,1331850,8
2022-05,COBEK,729010,14
2022-05,CONTAINER,6655855,60
2022-05,CORONG,57499,14
2022-05,CUP,209250,16
2022-05,DISPENCER,3178587.5,20
2022-05,EMBER,689263,20
2022-05,GALON,425250,8
2022-05,GANTUNGAN HOOK,694468,57
2022-05,GARPU,957600,52
2022-05,GAS,375160,20
2022-05,GAYUNG,1735299,201
2022-05,GELAS,10652010,946
2022-05,GEMBOK,408205,22
2022-05,GUNTING,1218294,144
2022-05,HAIR DRYER,198826,1
2022-05,HANGER,2151557,169
2022-05,JAM DINDING,493448,13
2022-05,JEPITAN,1132896,95
2022-05,KAIN LAP,835129,143
2022-05,KALO,1431557.56,352
2022-05,KAPSTOCK / GANTUNGAN BAJU,1075495,71
2022-05,KEMOCENG,627763,24
2022-05,KERANJANG,4149744,203
2022-05,KERTAS NASI,28750,1
2022-05,KESET,7514893,355
2022-05,KIPAS,15631699,98
2022-05,KNOP KOMPOR,25919,2
2022-05,KOCOKAN,241484.75,25
2022-05,KOMPOR GAS,14714975,50
2022-05,KOTAK,5407466,454
2022-05,KOTAK GABUS,93420,18
2022-05,KUALI,5856743,93
2022-05,KUAS,147595,20
2022-05,KUKUSAN,3671784,31
2022-05,LAMPU,6415184.9,167
2022-05,LEMARI,2770312.5,4
2022-05,LIGHTER,54820,4
2022-05,LOYANG,779661,27
2022-05,LUMPANG,124800,2
2022-05,MANGKOK,6997168.4,766
2022-05,MANTEL,336780,15
2022-05,MEJA,1729996,18
2022-05,MIKA,227510,71
2022-05,MINUMAN,3532006,515
2022-05,MIXER,1907538,11
2022-05,MUG,6604702.5,493
2022-05,NAMPAN,2049500,101
2022-05,OBENG,123908,16
2022-05,PAN GORENG,2409645,22
2022-05,PANCI,6769747,94
2022-05,PANGGANGAN,685630,27
2022-05,PARUTAN,650840,56
2022-05,PAYUNG,1551590.6,39
2022-05,PEELER,245093.75,31
2022-05,PEMBERSIH IKAN,19998,2
2022-05,PEMBUKA KALENG/BOTOL,31226,2
2022-05,PEMISAH TELUR,10134,5
2022-05,PENTOL PANCI,76056,19
2022-05,PERASAN,47049,3
2022-05,PERLENGKAPAN ULTAH,994182,650
2022-05,PINSET,53414,17
2022-05,PIPET,30391,6
2022-05,PIRING,10860889,1659
2022-05,PISAU,2608341.45,188
2022-05,POMPA,619604,12
2022-05,POT,1730541,118
2022-05,PRASMANAN,711680,4
2022-05,RAK,9819126,160
2022-05,RAKET NYAMUK,894384,16
2022-05,RANTANG,6180100,135
2022-05,REGULATOR,2895000,33
2022-05,REMOTE TV JOKER,78300,4
2022-05,RICE COOKER,21626803,68
2022-05,RING A MOP,2548684,54
2022-05,SAKLAR,84000,14
2022-05,SAPU,8527376,236
2022-05,SARINGAN,3004002,187
2022-05,SARUNG TANGAN,309243,56
2022-05,SEALER,1027284,3
2022-05,SENDOK,8329815.5,625
2022-05,SENTER,2319432,43
2022-05,SEROKAN,1349338,69
2022-05,SETRIKA,4058140,25
2022-05,SHAKER,158025,2
2022-05,SIKAT,3918661.5,261
2022-05,SIKAT BAJU,155860,23
2022-05,SISIR,849171,143
2022-05,SKIMMER,25394,1
2022-05,SKINCARE,49996,4
2022-05,SLASIBAN,195975,36
2022-05,SLEBER,12870,11
2022-05,SODET / SENDOK GORENG,272415,9
2022-05,SORONG AIR,455300.66,15
2022-05,SPATULA,49307,4
2022-05,SPONS,650876,111
2022-05,STATIONARY / ALAT TULIS,2273860,371
2022-05,STOP KONTAK,1091706,56
2022-05,SUMPIT,294190,32
2022-05,TAKARAN,165089,18
2022-05,TALAM,450735,16
2022-05,TAMPA,295531,25
2022-05,TAPLAK,62614,2
2022-05,TAS BEKAL,1008400,92
2022-05,TATAKAN GELAS,344601,43
2022-05,TEKO,4902679,123
2022-05,TELENAN,1060947,51
2022-05,TEMPAT BUMBU,1211215,37
2022-05,TEMPAT MINYAK,129640,6
2022-05,TEMPAT ROTI,31050,1
2022-05,TEMPAT SABUN,30450,1
2022-05,TEMPAT SAMBAL,406633,64
2022-05,TEMPAT SENDOK,1080394,70
2022-05,TEMPAT TELUR,53430,2
2022-05,TEMPAT TISSUE,1039820,43
2022-05,TEMPAT TUSUK GIGI,146440,17
2022-05,TERMOS,13541214,143
2022-05,THINWAL,481080,13
2022-05,TIMBAH,1702638,153
2022-05,TIMBANGAN,1417606,16
2022-05,TISSUE,928585,94
2022-05,TONG,2403639,45
2022-05,TOPLES,11304806.55,617
2022-05,TUDUNG SAJI,790250,39
2022-05,TUSUK GIGI,474621,95
2022-05,TUSUK SATE,28350,2
2022-05,TUTUP GELAS,361201,116
2022-05,TUTUP WAJAN,237300,5
2022-05,UMUM,27642974.65,1283
2022-04,ACC / PITA / KARET,825487,339
2022-04,AMPIA,1949012,9
2022-04,ASBAK,610353,69
2022-04,AYAKAN,271124,18
2022-04,BABY BATHUB,291786,5
2022-04,BABYLIST,173376,1
2022-04,BAKUL,690355,59
2022-04,BANGKU / KURSI,13196890.3,159
2022-04,BASKOM,8066891,472
2022-04,BATRE,527328,44
2022-04,BLENDER,9244049,32
2022-04,BOTOL,7263379,244
2022-04,BUNGA PLASTIK,496798,18
2022-04,BURNER,489370,22
2022-04,CAKE PAN,193750,5
2022-04,CANGKIR,17594061.9,419
2022-04,CELEMEK,34640,5
2022-04,CELENGAN,583307,58
2022-04,CENTONG NASI,322430,29
2022-04,CERET,3529937,85
2022-04,CERMIN,396147,26
2022-04,CETAKAN,5374692,371
2022-04,CHOPER,696450,4
2022-04,COBEK,325420,8
2022-04,CONTAINER,11002315,80
2022-04,COOPER,39200,1
2022-04,CORONG,74544,16
2022-04,CUP,12150,1
2022-04,DISPENCER,6902162.8,20
2022-04,EMBER,747288,17
2022-04,GALON,191025,4
2022-04,GANTUNGAN HOOK,528530,46
2022-04,GARPU,985900,61
2022-04,GAS,565622,10
2022-04,GAYUNG,1517216,169
2022-04,GELAS,25141866.72,1361
2022-04,GEMBOK,253565,14
2022-04,GUNTING,1328369,152
2022-04,HAIR DRYER,198826,1
2022-04,HANGER,2139431,115
2022-04,INFUS JAR,398750,1
2022-04,JAM DINDING,370300,11
2022-04,JEPITAN,781801,61
2022-04,KAIN LAP,754127,122
2022-04,KALO,1136806,199
2022-04,KAPSTOCK / GANTUNGAN BAJU,895884,44
2022-04,KEMOCENG,580925,32
2022-04,KERANJANG,3287825,165
2022-04,KESET,7342110,371
2022-04,KIPAS,8043557,46
2022-04,KOCOKAN,669221,64
2022-04,KOMPOR GAS,8211680,24
2022-04,KOTAK,7793515,465
2022-04,KOTAK GABUS,132840,14
2022-04,KUALI,4680950,70
2022-04,KUAS,326318,40
2022-04,KUKUSAN,2289125,19
2022-04,LAMPU,7114886,161
2022-04,LEMARI,4768750,7
2022-04,LIGHTER,40820,3
2022-04,LOYANG,2116725,58
2022-04,MANGKOK,6630193,671
2022-04,MANTEL,12420,1
2022-04,MEJA,3699715,19
2022-04,MIKA,374240,119
2022-04,MINUMAN,2331154,369
2022-04,MIXER,2483132,11
2022-04,MUG,5323785,357
